book_id,isbn,bookId,author_id,book_type,type_id,book_name,author_name,introduction,total_r,weekly_r,words_count,logo,score
18610,zh1206926,1206926,53778949,都市,11,这软饭我吃定了,霸王骑驴,"上山学艺二十载，结果被不靠谱的师父卖了，嫁到苏家成为上门女婿……
在老婆眼里，他是摆设，但他身怀绝技。
在苏家眼里，他是废物，但他嚣张无比。
在旁人眼里，他是瘪三，但他师门通天。
他是沈易，一个被师傅卖了的男人……
以土鳖的姿态搅动整个世界，他将叱咤风云！",6284.0,0.0,337000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2312317414,2502059406&fm=179&app=35&f=JPEG?w=240&h=320&s=AE426E874A9271FD0805ACFC03005012",5.9
17792,zh1320452,1320452,54641078,都市,11,绝色女神的贴身高手,衍聪,御姐苏菲穿着蕾丝吊带，来找萧杰做按摩。大学校花洛曦总是裹着浴巾跑过来蹭水洗澡，但你晚上八点来，怎么每次都凌晨一点回去？女白领王潘婷，丝袜长腿白如雪。自从入住风情公寓，萧杰的身体一天不如一天！萧杰：“我说美女们，咱们公寓不是没有男同胞，能不能别整天都穿着丝袜短裙小吊带出来乱跑？”,8.0,0.0,337000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1255095856,2873808450&fm=179&app=35&f=JPEG?w=267&h=356&s=B81A6194228762F91CBC0092030010A0",5.9
17128,zh842723,842723,43087493,都市,11,都市阴阳师,瘦身肥仔,世界没有我们看到的那么简单，万物为灵，阴阳造化，在这个人，鬼，妖共存的时代里，有一类人，我们称呼他们为阴阳师,145.0,0.0,338000,"https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=1462699199,3965874886&fm=179&app=35&f=JPEG?w=267&h=357&s=6D609B4281268EFD0659E89603009093",6.3
19429,zh980192,980192,52290804,仙侠,4,带着编辑器修仙,千树夜放,"“同样都是穿越，为什么别人的金手指都有人美声甜小姐姐或者人老成精的大佬带，而我的什么也没有。”楚凌寻抱怨着。
一段时间过后，楚凌寻：“哇，这编辑器好强大啊，能看地图能改状态，甚至还能放小弟！”
楚凌寻就这么开始了逆天的扮猪吃虎之路。",181.0,0.0,339000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1747626280,2290861122&fm=179&app=35&f=JPEG?w=240&h=320&s=4709FB00CAF00DAD6D2995440100C0B1",5.8
18650,zh1319829,1319829,56458078,玄幻,2,我在诗词大陆当法师,愚灬乐,在名为“诗易法术大陆”的奇幻异世界，诗词歌赋不仅是文化的瑰宝，更是蕴含着深不可测的法术力量。这里的居民们以吟唱古诗词为媒介，召唤出绚烂多彩的法术，每一首都对应着独特的神秘力量。当来自现代的诗词爱好者卜凡意外穿越至此，他惊讶地发现，自己深厚的诗词造诣竟能在这个世界轻松驾驭法术。凭借着对上下五千年诗词的精湛理解，卜凡在诗易法术大陆上如鱼得水，开启了一段充满诗意与奇幻的冒险之旅。,15.0,0.0,339000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=878213170,644527735&fm=179&app=35&f=JPEG?w=267&h=356&s=B337708404C4A4FF582714840300509A",5.4
15924,zh1330043,1330043,52200569,都市,11,重生后，断绝关系，登顶世界首富！,山断树折,重生前，顾双成付出无数努力，讨好厌弃自己的亲生父母以及假少爷！却最终被父母设计，给假少爷换肾，噶掉腰子，最终死不瞑目。重生后。顾双成第一时间跟父母全家断绝关系！这一世，他只想为自己而活！凭借着对未来的先知先觉，顾双成一路逆袭，登顶世界首富！前世父母亲人集体后悔，跪求原谅！顾双成：“滚！”,2.0,0.0,339000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=4224619702,288782569&fm=179&app=35&f=JPEG?w=267&h=356&s=B8135694C2ADFAEE2AA31551030030BA",8.5
15924,zh1330043,1330043,52200569,都市,11,重生后，断绝关系，登顶世界首富！,山断树折,"重生前，顾双成付出无数努力，讨好厌弃自己的亲生父母以及假少爷！
却最终被父母设计，给假少爷换肾，噶掉腰子，最终死不瞑目。
重生后。顾双成第一时间跟父母全家断绝关系！
这一世，他只想为自己而活！凭借着对未来的先知先觉，顾双成一路逆袭，登顶世界首富！
前世父母亲人集体后悔，跪求原谅！
顾双成：“滚！”",2.0,0.0,339000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=4224619702,288782569&fm=179&app=35&f=JPEG?w=267&h=356&s=B8135694C2ADFAEE2AA31551030030BA",8.5
17010,zh1331138,1331138,82120600,科幻,10,刚成僵尸，系统要我扮演道士？,吃饱洗洗睡,秦琅穿成了诡异世界里的一名僵尸，且觉醒了天师系统。眼看着就要被人类噶了，他赶紧以僵尸之身，化身道长。从此开启漫漫天师路！让他没想到的是，他这具身体，哦不！尸体，似乎并没有那么简单。甚至牵扯到华国甚至是全人类的一项重大秘密……“我这一生，如履薄冰啊！”——《天师秦琅回忆录》,0.0,0.0,339000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2144170989,4229916244&fm=179&app=35&f=JPEG?w=267&h=356&s=32086CA6C4022BEFCD368C2B0300A04B",7.6
16956,zh1008020,1008020,52446436,仙侠,4,仙吠,子墨临,那人在修仙之路上吠叫：“修仙！修来修去不过还是在修人！”,1296.0,0.0,340000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=1785187551,2420839405&fm=179&app=35&f=JPEG?w=240&h=320&s=950C995EEEB35DB7471052B403005005",5.8
20438,zh1248994,1248994,29487908,N次元,6,主角已死反派当道,怜悯疯,"没有主角的世界会是怎样？
“艾斯，对他使用火拳吧！”艾斯在听到这句话后终于失去了所有理智。
“干爹在上！受孩儿一拜！”从二十年前穿越而来的桃之助最终认输，跪倒在了黑炭大蛇面前。
“忍者时代结束了，把村里的女忍召集过来，为了获取情报她们需要学习新的‘忍术’。”第五代火影志村团藏下令道。
“弱者不允许进入公会！”妖精的尾巴第四代会长拉克萨斯篡位成功。
“成功夺回始祖巨人！现在开始返航！”莱纳激动地喊道。
“从今天开始，武魂帝国正式建立！”比比东对着整个斗罗大陆宣称。
“张之维已死！新异人时代到来了！哈哈哈！”整个全性沸腾了。
伏地魔和大蛇丸共同探索永生之道，克洛克达尔和我爱罗联手成为沙漠双帝，鬼舞辻无惨成为了不怕阳光的究极生物。
没有琦玉，一拳世界能否度过危机？
没有萧炎，萧家又会何去何从？
没有旅行者，提瓦特大陆那些任务给谁做？
正义消散，枭雄并起，主角已死，反派当道！",106.0,0.0,340000,"https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3647270416,740288572&fm=179&app=35&f=JPEG?w=240&h=320&s=EDDA6D860812B7F902211C9C0300D002",5.3
20282,zh1282045,1282045,54707056,游戏,8,全民农场：我的金手套不止一键收获,美味苹果派,"【全民+农场+系统+基建+异界+腹黑+轻松】
林牧穿越到了一个全民农场的世界，并激活了属于自己的金手套系统。
除了一键收获，这个金手套竟然还有其它逆天的能力？
在属于农场主的时代，面对天灾异兽，所有农场主必须要想尽办法生存下去。
就当别人还在为升级土地发愁时，林牧已经换上了五色神土。
还是专属限定款的那种！
什么？异兽大boss虫族女皇要攻击自己的农场？
林牧：完全不惧好吧！
直接培养神级作物精灵五爪金龙皇，将虫族女皇收入囊中。
什么？林牧的挂太强了，世界意志要封杀他？
林牧：既然想杀我，那就要做好被我反杀的准备！",25.0,0.0,340000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1450963195,2814535014&fm=179&app=35&f=JPEG?w=267&h=356&s=F9F6B7F25ABBC7ED56A4874C030040F7",7.0
20500,zh1323488,1323488,55127027,N次元,6,开局斗罗V世界，那我截胡小舞不过分吧！,吃蔬菜的猫,陈玄清开局穿越斗罗世界加入武魂殿，那唐三有唐门送外挂，那觉醒个系统不过分吧！那我都穿越斗罗世界了，那截胡一下小舞、朱竹清、胡列娜、宁荣荣………………也不过分吧！,2.0,0.0,340000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1736641729,2839420019&fm=179&app=35&f=JPEG?w=267&h=356&s=A5B4E0334B5E47EF58505CD90300E0F1",6.3
20331,zh1303045,1303045,56294788,游戏,8,全民领主：开局百倍地下城,冷月千望,"全民领主时代降临，所有地球人都被传送到了一片无尽大陆上当领主，为了争夺资源，抢占地盘而大打出手。
被女友背叛，重生全民穿越之初的凌九思，带着重生之前获得的逆天神器百倍收益地下城，再次踏上无尽征服之路。
在别人还在苦苦刷资源时，百倍收益，自动生成怪物的地下城，已经让他坐拥了无尽资源。
当别人还在辛苦开荒，凌九思已经带着满级美女，史诗装备，开始纵横天下。
开荒玩家仰天长叹：“快举报，这货开挂！”",0.0,0.0,340000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=224917175,2947977673&fm=179&app=35&f=JPEG?w=267&h=356&s=D1E1B14491278EEE168A0B16030050D9",7.2
17510,zh1060679,1060679,49014284,武侠,7,锦衣风华,佛门青衣,岁末的一场冬雪覆盖整座皇城，灯火辉煌，百官眼前突然丢失的南诏国贡品九龙玉杯让整个朝野震动，值此龙颜大怒，人人自危之际，作为锦衣卫总指挥使的王初一，正搂着大肆收刮过来的银子笑的合不拢嘴……,760.0,0.0,341000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1638621335,2241062514&fm=179&app=35&f=JPEG?w=240&h=320&s=6040DD13C5C84FE14D5034DC0300D032",6.5
18422,zh876036,876036,51375839,玄幻,2,无心般若,执笔摘星,天命道人炼化神树幻化成七幅面具，每一副面具都代表了一种欲望，面具由于某些原因，流落在世界各地，当所有面具汇聚在一起的时候，又会擦出什么样的火花呢？,477.0,0.0,341000,"https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=532224368,2864673462&fm=179&app=35&f=JPEG?w=240&h=320&s=8861D71255597BE154F429CE030030B2",5.3
19682,zh1330364,1330364,56514202,奇闻轶事,9,白事先生,暮色ME,"我叫林一是一个专门办诡事儿的白事先生。
诡事懂吗？
猛鬼衙门，阴世百尺，小鬼收钱，阎罗开道等等……。
记住，白事儿不止是大家看到的那样，还有很多你意想不到的诡异蕴含其中",174.0,17.0,341000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2053411688,3936950346&fm=179&app=35&f=JPEG?w=267&h=356&s=8CC1A8443FB3A259464D948C03007092",7.3
19682,zh1330364,1330364,56514202,奇闻轶事,9,白事先生,暮色ME,我叫林一是一个专门办诡事儿的白事先生。诡事懂吗？猛鬼衙门，阴世百尺，小鬼收钱，阎罗开道等等……。记住，白事儿不止是大家看到的那样，还有很多你意想不到的诡异蕴含其中,171.0,14.0,341000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2053411688,3936950346&fm=179&app=35&f=JPEG?w=267&h=356&s=8CC1A8443FB3A259464D948C03007092",7.3
16760,zh902711,902711,51717561,玄幻,2,位面执法者,笔动乾坤,"陈尘忽然的就醒了，醒来之后他发现脚下就是路。
当然，大世之中多的是强者。
他也是，只不过他这人比较低调。
倘若暂时还没有成为位面执法者的实力，那带着诸多上路，在繁华盛世中来一场生存之旅，那又待如何。
名山大川常有主，打点行囊走他乡。
（本故事纯属虚构，如有雷同，纯属巧合！）
（备注：新书《超级游戏系统》正在连载，欢迎各位追更！）",102.0,0.0,341000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=3788485121,1994260654&fm=179&app=35&f=JPEG?w=240&h=320&s=C750788B48930BE5340400B4030080C2",5.3
15824,zh1330477,1330477,55297024,都市,11,国运：大夏无凶神？我开局召唤战神刑天！,三无烤箱,萧夜穿越后，发现神话复苏、诡潮爆发。各国文明，利用死厄神明的力量，镇压诡异，提升国运。而大夏文化断层，昔日神明，无一人知晓。国运崩坏、诡灾四起！昔日的泱泱大国，如今竟沦为了末流，任由世界列强鱼肉宰割！既然如此。“嚼齿九原呶厉鬼，断头不亡作战神。恩仇到死恨未销，血洒杨枝碧血膻！”“小辈萧夜，恭迎战神刑天降临！”……,0.0,0.0,341000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2035212023,954914543&fm=179&app=35&f=JPEG?w=267&h=356&s=00E7FD046CD78BFF2ED1AC9403007081",5.8
17990,zh1321384,1321384,56529521,历史,3,朱元璋：子孙向我诉苦，我直接杀光贪官污吏,流笑笑,"朱棣：爹，我没夺我大哥皇位，是我那允炆侄儿让给我的。
叫门天子朱祁镇：太祖，我是能够让大明再次伟大的男人，且看我操作！
威武大将军朱厚照：太祖，我会八国语言，能夜御六女，我厉害吧！
万历皇帝：太祖，张居正他欺负我，呜呜呜！
崇祯皇帝：太祖，救我！
朱元璋：？
人在洪武十五年的朱元璋看着一票子孙发来的消息，一脸懵逼。
且看我大明洪武皇帝朱元璋如何用一块能够连通大明十六朝的国运石，改变大明原本国运，带领后世皇帝，斩贪官，除污吏，再造我盛世大明。",0.0,0.0,341000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2199626121,1621683398&fm=179&app=35&f=JPEG?w=267&h=356&s=F42EBC56758561FFC87BF0750300F078",7.7
17781,zh1289734,1289734,7204309,都市,11,离婚后：我的身份震惊全世界,夏日微风,"坐拥亿万资产，势力遍布东西方世界的苏宁，
被一伙神秘人袭击，部分记忆丢失，
入赘萧家五年，帮助萧家逆袭登峰，
妻子萧雅认为苏宁不学无术，是个累赘，提出离婚，
却不知离婚后，苏宁的身份曝光，震惊整个世界！",6393.0,0.0,343000,"https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3397916929,3604863399&fm=179&app=35&f=JPEG?w=267&h=356&s=8E226D876C1387ED1011B08803005011",7.9
16961,zh1296539,1296539,46859637,武侠,7,怀归刀,凌太清,"纵马江湖笑，我辈笑丛刀。狂歌与剑舞，人生自逍遥。
刀与剑的江湖，书写一段段传奇，有他，有你，还有我......",42.0,0.0,343000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1441580184,3732288229&fm=179&app=35&f=JPEG?w=267&h=356&s=CDF22FC17AB185DC524D0917030050C2",6.2
16623,zh1324947,1324947,53957272,科幻,10,末世游戏：我的召唤术无敌了,疯狂大鸭子,末日游戏降临蓝星，异族入侵世界！想要活下去只有成为异能者，建立自己的势力。李御重生游戏降临时，觉醒了SSS级天赋，大召唤师！挥手召唤灭世魔龙，摧毁尸族。甚至可以打开空间，召唤六代火影，顶级大蛇丸！李御：“我的天赋无敌了！”,9.0,0.0,343000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2115080722,3221486265&fm=179&app=35&f=JPEG?w=267&h=356&s=DF3C02C61466AEE850FB5CBE03005009",5.9
18459,zh1287568,1287568,55624826,N次元,6,精灵：从鲤鱼王开始的训练家之路,精灵宝可小梦,"这个陌生又熟悉的世界，有各种让人见之热血沸腾的精灵宝可梦。
但是它们随随便便的一个技能都足以让你横尸当场，你犹豫了...
这还是印象中的宝可梦世界吗？
从异界而来的健一幽幽醒来，发现自己身处牢狱之中，为了在这个世界有一席之地，为了自己的第一只宝可梦，他毅然决然地选择了自己认定的道路。
...
当带着一众宝可梦踏足世界之巅的时候，健一望了望身后逝去的敌人，感慨着属于这个世界的文明。",122.0,0.0,344000,"https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3862512021,69917802&fm=179&app=35&f=JPEG?w=267&h=356&s=32ADA5AED87BE3EF4AA65C6D03008078",6.9
15964,zh1326755,1326755,56309236,都市,11,神豪：在自家的公司当HR,吃不胖的老张,郑逸秋获得神豪系统，看一份简历就可以赚钱，简历越优秀，获得的暴击就越高。应聘文员的返现1000元，应聘副总的返现也是1000元。太少了？那是因为还没有算上岗位暴击，应聘的岗位越高，暴击的倍数就越高，如果入职，还可以翻倍！前台妹妹：郑总，你那么辛苦，我给你按一下头吧？傲娇副总：郑总，我今天很累，不想动了，不如你…女神老板：他是我公司的HR，不过公司的董事长是他，我是董事长夫人。,0.0,0.0,344000,"https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3511403301,613388455&fm=179&app=35&f=JPEG?w=267&h=356&s=A3A4940C57C24EFE681068DB0300D0A2",5.9
15524,zh1260415,1260415,52115162,奇闻轶事,9,东北龙藏,刘不白,"常言道，活人熬油，死人炼骨。
东北这旮沓，地邪，人更邪。
尤在清末的黑龙江，唢呐一响，棺材一躺，零下三四十度出大殡，活人大棉袄二棉裤，死人邦邦硬嘎嘣脆。
霜杀百草的年岁，盗墓挖坟的狠茬子横行无忌。
盗墓为了图财，可张守鱼却是为了活命。
年轻的小牛鼻子锁上山神庙门，为了与这操蛋的世道搏一搏，就这般下了大兴安岭五姥阴山，一头撞进了这龙蛇演义的草莽世界。
“俺叫张守鱼，这位施主，俺瞧你印堂发黑，百日内恐有血光之灾！”",1153.0,0.0,345000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2171244817,3035802691&fm=179&app=35&f=JPEG?w=267&h=356&s=9EB04583C48486FC9E14B8A003007011",6.6
18577,zh1257741,1257741,52912364,都市,11,高武：我能加点成神,执笔墨浅,"江辰获得了无限加点系统。
无论什么东西，都能够回收成加值点！
只要加点值足够，就可以无限加点成神！
废物天赋？无限加点！直接成了SSS级天赋！
一把破剑？无限加点！直接成了绝世神兵！
垃圾功法？无限加点！直接成了无上秘法！
血脉不纯？无限加点！直接觉醒真龙血脉！
体质拉胯？无限加点！直接进化荒古圣体！
......
江辰：我也想低调，但是实力不允许啊！",72.0,0.0,345000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2239973741,300514525&fm=179&app=35&f=JPEG?w=240&h=320&s=262A6CA744127DFD4AADE5270300F053",6.9
16562,zh1324132,1324132,52987471,都市,11,诡异：系统提前三年，这小子快无敌了,丑丑先生,【宿主临危不乱，踹飞九阶地狱犬，诡异值+999】【宿主进入三阶危险地带，危险指数*1000，请立即离开】【宿主成功吓退红衣女诡，诡异值+100】秦明智看着面前缩成一团的小女孩陷入了沉思……这特么能是红衣女诡？这TM大白天的系统发什么癫？虽然危险是假的，但系统给的奖励是真的，既然怕痛，那就全加防御吧！三年后……午夜剖膛手：我不到啊，我刀都磨坏了，也剖不开他的肉身夺魂无常：我更不到啊，我勾魂钩锁都拉断了，也勾不出他的魂魄。一旁的魅魔舔了舔嘴唇：帅哥，你的身子好硬我好爱啊~,0.0,0.0,345000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=4046878495,2799811685&fm=179&app=35&f=JPEG?w=267&h=356&s=9604D54ECE71AADC78C80ABC0300900E",7.1
17213,zh942673,942673,51977595,玄幻,2,耀世神阳,忆念永恒,"没有实力，如何拯救世界，如何维护正义？
少年自地球末世而来，得女娲相助，集善心与毅力于一身，神阳现，帝王出，将耀世，苍茫宇宙谁可挡？",110.0,0.0,346000,"https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=795799671,4178348623&fm=179&app=35&f=JPEG?w=240&h=320&s=45505B8A4CF2B5F74681C09A03005097",5.8
18363,zh1235207,1235207,35540993,奇幻,1,炼金王座,果子梨,"传说，造物主将创世的力量融合进了32套卡牌之中，后世的人将其分为16套拯救者牌组及16套污染者牌组，每套牌组之巅都是创世的力量。
马丁穿越成了乱世的最后一只异种，他发现自己可以看到并吸取其他人的恶念，而这些恶念又可以作为驱动创世牌的神奇力量。
于是他吸取暴食之念，容纳“汤匙”牌组红心Ⅲ-“炼金之犬”；
吸取恐惧之念，化身“酒杯”红心Ⅳ“绯红新娘”；
吸取贪婪之念，强化“假面”梅花VI“荣耀之手”。
他逐渐有了很多称号，“炼金贤者”、“帝国晨曦”、“教廷的柱石”、“女皇之刃”、“圣马丁”，却仍然被各路女神嫌弃及PUA：
“你还是变成绯红新娘的时候好看。”
“叫我女王陛下。”
“我对这顿饭的评价是，狗做的都比你好吃。”
“妖怪先生，我想要你....助我修行！”
就这样马丁走上了一条修习“黑炼金术”与收集创世牌的救世主之路。",81.0,0.0,346000,"https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=1559608264,902893198&fm=179&app=35&f=JPEG?w=240&h=320&s=D70A2DE21EA1A6DC4465141C0300C0D2",6.3
19591,zh1333700,1333700,82203515,玄幻,2,叛出宗门，开局获得仙阶功法,揽一夜清梦,叶桐重生归来。前世，他受小师妹的诬陷，受师傅的冷眼，受师姐的鄙视，在痛苦和黑暗中度过一生，最终悲惨死去……这一世，他判出宗门，以无上灵根加入万元宗。修仙法，得无上剑诀，征战紫海，闻名天下。当他君临天下，师姐苦苦哀求，哭着请求原谅，师傅跪地不起，只求能饶她一命，小师妹卑躬屈微，愿意做他的奴仆,7.0,7.0,346000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=3434924498,824686405&fm=179&app=35&f=JPEG?w=267&h=356&s=34F779844263B2F80858091E030080C2",8.5
18558,zh1318068,1318068,53210834,奇幻,1,奥法帝国：从附魔开始,迷你Q,"“我希望有一天，世间再无饥饿，人间再无战火，儿童不必流浪，成人不必失所。”
“我希望有一天，天灾不复肆虐，奸邪不复猖狂，一切鬼祟都不见踪影。”
“我希望有一天，没有压迫，没有残害，没有奴役的新时代能到来。”
“这几乎不可能。”
“我承认，这是一条坎坷的道路，但总得有人去做不是吗？”
帝国的创造者，时代的缔造者，不死不灭的君王，于此时宣布，为了人类的明天，起兵！
他将，审判众神！",1.0,0.0,346000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=942917455,3091378209&fm=179&app=35&f=JPEG?w=267&h=356&s=3A187C85CD43EECC2C3EA4620300F03B",5.7
16991,zh1296445,1296445,56243473,奇闻轶事,9,我的十三年盗墓生涯,老睿说书,自蛊巫之祸，民不聊生，有这样一群人，千年神秘，他们身怀异术，麒麟纹身，行走阴阳，闯无上大墓。为守护那无上的荣光，他们将黑暗挡在万万人跟前，战不停，血流尽，他们叫麒麟青衣，而我就是其中一员。,0.0,0.0,346000,"https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=1925455446,2228734224&fm=179&app=35&f=JPEG?w=267&h=356&s=5A7739C4826380EC3A5F64000300E0DA",5.6
19493,zh1329136,1329136,51642019,仙侠,4,西游：贫僧不修佛法，但也略懂一些拳脚,鬼火少年,唐三葬：多亏了我新研制的导弹。李世民：旧的呢?唐三葬：旧的我发射到灵山了。《悟空，你跟他废什么话》《你们三个，一路上都给为师搜仔细点》《速通81难mvp结算画面》《第七十七回圣僧力劈狮驼岭文殊跪保狮子精》《你求我我也不会放过你》《八戒，退至为师身后》《把经书捡起来，把经书捡起来》《你一天是妖怪，这辈子都是妖怪》《你应该庆幸那只猴子打得过你》《如来，见到我，为何不跪》《观音，把头发盘起来》《悟空，为师早就告诉过你，不要留活口》《牛魔王，我不吃牛肉》《你们三个，把马顾好，不然腿给你打断》《我懒得跟你讲道理，你不配听》妖怪：难道我们就该死吗?观音：犹豫孙悟空：自我怀疑唐三葬：你这不废话吗?,95.0,2.0,347000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=1415916075,2012236548&fm=179&app=35&f=JPEG?w=267&h=356&s=F590E1398E1266CE3A39D1CF030070A1",7.3
19493,zh1329136,1329136,51642019,仙侠,4,西游：贫僧不修佛法，但也略懂一些拳脚,鬼火少年,"唐三葬：多亏了我新研制的导弹。
李世民：旧的呢?
唐三葬：旧的我发射到灵山了。
《悟空，你跟他废什么话》
《你们三个，一路上都给为师搜仔细点》
《速通81难mvp结算画面》
《第七十七回圣僧力劈狮驼岭文殊跪保狮子精》
《你求我我也不会放过你》
《八戒，退至为师身后》
《把经书捡起来，把经书捡起来》
《你一天是妖怪，这辈子都是妖怪》
《你应该庆幸那只猴子打得过你》
《如来，见到我，为何不跪》
《观音，把头发盘起来》
《悟空，为师早就告诉过你，不要留活口》
《牛魔王，我不吃牛肉》
《你们三个，把马顾好，不然腿给你打断》
《我懒得跟你讲道理，你不配听》
妖怪：难道我们就该死吗?
观音：犹豫
孙悟空：自我怀疑
唐三葬：你这不废话吗?",95.0,2.0,347000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=1415916075,2012236548&fm=179&app=35&f=JPEG?w=267&h=356&s=F590E1398E1266CE3A39D1CF030070A1",7.3
16072,zh1278010,1278010,52633351,历史,3,当刘禅穿越成赵构,墨客先生,当刘禅穿越到南宋赵构，时代的历史发生改变。,11.0,0.0,347000,"https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=2590846996,481035477&fm=179&app=35&f=JPEG?w=267&h=356&s=FFBA3CC74AB2F3FD1225F52403007041",7.8
16034,zh1326245,1326245,54313203,历史,3,三年舔狗只为军火库，你怎么还当真了,至尊大白菜,赵康魂穿古国，同时还得到了系统送他的一座军火库。只是想要得到这座军火库却是要他当一个资深舔狗。三年舔狗只为军火库，你怎么还当真了呢？老实点，小心挨炮！,0.0,0.0,347000,"https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=564011866,3477963606&fm=179&app=35&f=JPEG?w=267&h=356&s=E4C7FD0CD05737FF0D0DCD9701001082",6.6
16622,zh1327727,1327727,14011158,都市,11,都市：我训的狗子都成精了,一个蘑菇粒,这条狗会莫名其妙的咬人？没有关系。这条狗因为护食咬伤了自己的主人？也没有关系。这条狗经常狂吠扰民？都无所谓。无论你的狗有什么问题，只要到了我的手里，都能给你训好。……这是一个失业在家的职场牛马，机缘巧合下成为了一名著名的训犬师的故事。,10.0,0.0,348000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=1826597622,511201299&fm=179&app=35&f=JPEG?w=267&h=356&s=753B37D762C254FE44B9C0EA0300303F",5.9
16934,zh1324931,1324931,56290572,都市,11,道长别装了，你的五雷正法都走光了！,一拳萝莉,江尘穿越到了一个道教文化断层的平行世界，并且获得天师传承。只要让所有人领略道教风采，宣扬道教文化，重塑道教香火就能踏碎虚空，羽化飞升。于是……金光护身，万法不侵！内练真气，一指断江！天人感应，五雷正法！……网友惊呼：“道长别装了，你就是修真者！”江尘：“修真？修什么真，大家要相信科学！”说罢，江尘脚下剑动，直接御剑飞升！,2.0,0.0,348000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=440000374,65556786&fm=179&app=35&f=JPEG?w=267&h=356&s=3604FF075CD7C5FB5A8C2CE903007032",8.1
15859,zh1332507,1332507,56264200,都市,11,下山后，美女总裁拉我去领证,柒鱼@qimiaopOlvW1,二十年前，一场火灾将孤儿院焚烧殆尽，秦羽幸得神秘老人救出。二十年后，秦羽下山，突如其来的结婚，火灾的幕后黑手，将他卷入巨大的漩涡当中！,0.0,0.0,348000,"https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2848142894,1001927122&fm=179&app=35&f=JPEG?w=267&h=356&s=E6BB1FC7DCCFCEDE4890B9A303001001",7.0
